acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
2.039737132240899,4.464952017889174,-8.625905796197468,0.1538383376944548,0.8699677718293002,0.7041993347732446
2.079693350967653,4.825635696186963,-8.549537832538668,0.19274548858373286,0.8405119769415828,0.8054576266535288
2.232804239641704,5.08467078585397,-8.82103693743202,0.2704855017697996,0.7802335498817863,0.7318973645439331
2.392029517139875,5.109310012696254,-8.675504268750183,0.42818173221909805,0.7169579635620623,0.9082158034527917
2.339105223278132,4.9819721699910975,-8.788448155312501,0.3802349496416293,0.7459891715280845,0.9976257693145459
2.4247072405729737,5.206836510225051,-8.795595572847123,0.60631962772727,0.6831204951926594,0.9102210172505671
2.6528359524067096,5.496111768223473,-8.828503830023363,0.5400772236561909,0.6522588830103634,1.0757354182193581
2.6679386973601296,5.4049705250477205,-8.878836075148447,0.5581476971296212,0.5762755861190151,1.020914769945681
2.645556731374883,5.617983342133386,-8.838393460408566,0.5315000061166484,0.5284181433318833,0.9588437777676143
2.7991774299208028,5.739915286059811,-8.945076965172014,0.6263791503486787,0.3765769457644481,0.9718442843461834
2.7870281580312044,5.649086941134924,-8.896849492463097,0.5705735842196918,0.3942423398282532,0.9699405274785485
2.8504517610101647,5.80517880222385,-8.965721029257596,0.6043109998556916,0.2626374142906044,0.9008150165756211
2.9655909675617216,5.545981957072121,-9.02711708853495,0.7159591795576506,0.28198612977576726,0.8675719964639913
2.8462754682238893,5.815935466967841,-9.12972372634774,0.564020446228813,0.07201546049441299,0.7281387726642622
2.90872424623359,5.930394682115082,-9.154914512789599,0.5987173477251946,0.12595243555802021,0.7076181215122569
3.043118951493501,5.856948650537206,-9.102236595173792,0.4707176157905754,-0.012302976059306152,0.5465977799796444
3.0422271957503737,6.159692417993058,-9.178421812884583,0.4617516735158694,-0.10875065137051307,0.5248844341604212
3.1771113081403293,5.8567259764919,-9.354139336203959,0.5036371943013802,-0.14574872671825834,0.39542814186573727
3.10144904309299,5.947570162026766,-9.3267114854177,0.3304237029489624,-0.17330181249556967,0.3130953948704974
3.0765010338835017,5.985075605819115,-9.334217316816895,0.3953682218841691,-0.16134402925087088,0.3220717912233301
3.315318328108466,6.085260368106785,-9.58815620401525,0.28071066781328163,-0.1706381995798175,0.2284248033117275
3.1817230031647625,5.755559680931016,-9.47167048640242,0.15674007051821856,-0.2283268776050947,0.12308220257244414
3.2000337837453046,5.962596992406004,-9.628598006226094,0.15637044200532257,-0.1922902894651505,-0.03619196923827859
3.068655351436002,5.783863316256636,-9.589956053917424,0.1149860538823806,-0.06415455933224319,-0.06286836146374693
3.120314239970618,5.611036591888635,-9.755903794692195,0.042114670718991394,-0.054304374502288866,-0.04163672868585859
3.147301804201529,5.6719551802876795,-9.89735670157062,-0.11849767657400113,-0.07819652791196559,-0.13895759886331446
3.014390837451352,5.552896059110312,-9.939843632792428,-0.12186330386609903,-0.048291893527265324,-0.06133596391274396
3.0982307299205294,5.371432830122254,-9.860693955032083,-0.13687032826501216,0.013642127223889442,-0.1756875415878197
2.975709949039228,5.328699912775653,-9.896575407222668,-0.15977996760596094,0.10283792940839999,-0.19018098108723291
2.9501476894788485,5.165882840256912,-10.04012043258759,-0.14844239413071267,0.09075653829166772,-0.2059469208961463
2.869492782162258,5.091561654668287,-9.96443022766971,-0.18532668539769703,0.2023787060007844,-0.16101196847973182
3.004701589985282,5.016031363195821,-10.193228912878597,-0.2666955870034002,0.20710873268561103,-0.13952236180497388
2.789423516143118,4.972587879775668,-10.10717398579545,-0.17748521744647677,0.38600597695111516,-0.04853406922466712
2.6353424474219627,4.549710111466822,-10.236901634214064,-0.15346121991337794,0.47240047409759056,0.022926948755379643
2.7110950805270693,4.742442762758234,-10.22663398464904,-0.13471112888104103,0.48667324361012343,0.004545097082337982
2.4692599901779233,4.186547546573879,-10.201298559106405,-0.07907359298777322,0.655500192299244,0.05418407873440502
